dataset,shift,estimator,scorer,type,accuracy-mean,accuracy-std,balanced_accuracy-mean,balanced_accuracy-std,f1_score-mean,f1_score-std,roc_auc_score-mean,roc_auc_score-std
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C0.1_Gamma0.001']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C0.1_Gamma0.01']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C0.1_Gamma0.1']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C0.1_Gamma1.0']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C0.1_Gamma10.0']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C0.1_Gamma100.0']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C0.1_Gamma1000.0']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C1.0_Gamma0.001']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C1.0_Gamma0.01']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C1.0_Gamma0.1']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C1.0_Gamma1.0']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C1.0_Gamma10.0']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C1.0_Gamma100.0']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C1.0_Gamma1000.0']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C10.0_Gamma0.001']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C10.0_Gamma0.01']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C10.0_Gamma0.1']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C10.0_Gamma1.0']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C10.0_Gamma10.0']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C10.0_Gamma100.0']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C10.0_Gamma1000.0']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C100.0_Gamma0.001']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C100.0_Gamma0.01']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C100.0_Gamma0.1']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C100.0_Gamma1.0']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C100.0_Gamma10.0']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C100.0_Gamma100.0']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C100.0_Gamma1000.0']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C1000.0_Gamma0.001']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C1000.0_Gamma0.01']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C1000.0_Gamma0.1']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C1000.0_Gamma1.0']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C1000.0_Gamma10.0']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C1000.0_Gamma100.0']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['SVC_C1000.0_Gamma1000.0']}],supervised,Unknown,0.5012626262626263,0.0,0.5,0.0,0.33473719533433577,0.0,0.5,0.0
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['XGB']}],supervised,Unknown,0.7595959595959596,0.015376071644819052,0.7595332079201607,0.015378511236555578,0.7594282626294584,0.015402357252740315,0.7595332079201607,0.01537851123655557
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['XGB_subsample0.5_colsample0.5_maxdepth10']}],supervised,Unknown,0.711111111111111,0.0334703146544067,0.7110812103433982,0.033472980719869525,0.7110060601021164,0.03353842931832677,0.7110812103433982,0.03347298071986952
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['XGB_subsample0.5_colsample0.5_maxdepth20']}],supervised,Unknown,0.7209595959595959,0.018706480290440725,0.7209125402544398,0.018701869686353966,0.720851390659534,0.018694140395950777,0.7209125402544398,0.018701869686353945
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['XGB_subsample0.5_colsample0.5_maxdepth3']}],supervised,Unknown,0.7161616161616162,0.012950385257533397,0.7161151675541243,0.012927654371308654,0.7160131960163365,0.012844224805761141,0.7161151675541243,0.012927654371308665
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['XGB_subsample0.5_colsample0.5_maxdepth6']}],supervised,Unknown,0.7181818181818181,0.015576939912415308,0.7181596148327647,0.015584676829333123,0.7181128609375933,0.015572126444267862,0.7181596148327647,0.015584676829333056
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['XGB_subsample0.5_colsample0.65_maxdepth10']}],supervised,Unknown,0.7191919191919192,0.00972304207483763,0.7191174313681727,0.009741281281398138,0.7188383268307346,0.009844851847571234,0.7191174313681727,0.009741281281398104
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['XGB_subsample0.5_colsample0.65_maxdepth20']}],supervised,Unknown,0.711111111111111,0.011857936244317066,0.7110659056850428,0.01183186916328373,0.7109637436013905,0.011750421255227397,0.7110659056850428,0.011831869163283663
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['XGB_subsample0.5_colsample0.65_maxdepth3']}],supervised,Unknown,0.7085858585858587,0.012156671618091816,0.7085342601154225,0.012149452613539023,0.7084371952915212,0.012140716045457222,0.7085342601154226,0.012149452613539056
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['XGB_subsample0.5_colsample0.65_maxdepth6']}],supervised,Unknown,0.7166666666666667,0.01088351613106561,0.7166419028791888,0.01091003253354274,0.7165816358940653,0.01096400884751677,0.7166419028791888,0.010910032533542691
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['XGB_subsample0.5_colsample0.8_maxdepth10']}],supervised,Unknown,0.7176767676767677,0.023699061064894892,0.7176469087778592,0.02364663684920996,0.7175254536689081,0.023446192915670922,0.7176469087778592,0.023646636849209982
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['XGB_subsample0.5_colsample0.8_maxdepth20']}],supervised,Unknown,0.7217171717171718,0.020213853857356214,0.7216439753850079,0.020181199411581405,0.7214191370555583,0.020076923164689335,0.7216439753850079,0.020181199411581436
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['XGB_subsample0.5_colsample0.8_maxdepth3']}],supervised,Unknown,0.7290404040404039,0.005962484319756332,0.7290099799126359,0.005945464157082125,0.728923501130738,0.005939729619029948,0.7290099799126359,0.005945464157082002
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['XGB_subsample0.5_colsample0.8_maxdepth6']}],supervised,Unknown,0.7186868686868687,0.020888738691994636,0.7186506392883334,0.020842804374693102,0.7184780611047985,0.020813885323595568,0.7186506392883334,0.020842804374693075
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['XGB_subsample0.65_colsample0.5_maxdepth10']}],supervised,Unknown,0.7282828282828283,0.015318940291013229,0.7282619647355164,0.015300558030908016,0.7282017651725468,0.015301872553965333,0.7282619647355164,0.015300558030907931
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['XGB_subsample0.65_colsample0.5_maxdepth20']}],supervised,Unknown,0.7356060606060606,0.013079004204624795,0.7355693014061154,0.013083106980184969,0.7355287652870526,0.01310924766993301,0.7355693014061154,0.013083106980184896
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['XGB_subsample0.65_colsample0.5_maxdepth3']}],supervised,Unknown,0.7295454545454545,0.01625309495457681,0.7295048305327934,0.01626680064933779,0.7294036165420492,0.01630572271814787,0.7295048305327935,0.0162668006493378
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['XGB_subsample0.65_colsample0.5_maxdepth6']}],supervised,Unknown,0.7356060606060606,0.007007291376521074,0.7355693014061154,0.006977002064468243,0.7354627712445989,0.0069407356081361135,0.7355693014061154,0.006977002064468381
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['XGB_subsample0.65_colsample0.65_maxdepth10']}],supervised,Unknown,0.7393939393939394,0.013079004204624801,0.7393501897139942,0.01308663046760621,0.7392800476633781,0.013109115803757565,0.7393501897139941,0.013086630467606268
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['XGB_subsample0.65_colsample0.65_maxdepth20']}],supervised,Unknown,0.7330808080808081,0.026985959610894093,0.7330172496253547,0.026982972375313413,0.7328990835227491,0.02698892588981306,0.7330172496253547,0.02698297237531341
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['XGB_subsample0.65_colsample0.65_maxdepth3']}],supervised,Unknown,0.7234848484848484,0.013392173886108845,0.7234352581066863,0.013393531323666975,0.7233095176517692,0.013349937479404522,0.7234352581066862,0.01339353132366701
20NewsGroups,rec$\rightarrow$sci,NO_DA_SOURCE_ONLY_BASE_ESTIM[param_grid={'finalestimator__estimator_name': ['XGB_subsample0.65_colsample0.65_maxdepth6']}],supervised,Unknown,0.7287878787878788,0.015030026403992886,0.7287415106973185,0.015009783236554436,0.7286642839926714,0.014916335599087022,0.7287415106973185,0.015009783236554396
