dataset,shift,estimator,scorer,type,accuracy-mean,accuracy-std,accuracy-identity,balanced_accuracy-mean,balanced_accuracy-std,balanced_accuracy-identity,f1_score-mean,f1_score-std,f1_score-identity,roc_auc_score-mean,roc_auc_score-std,roc_auc_score-identity,params
Simulated,concept_drift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.851,0.022727438446365527,"[0.8125, 0.875, 0.8375, 0.85625, 0.8625, 0.8625, 0.85625, 0.88125, 0.8625, 0.85625, 0.86875, 0.8625, 0.79375, 0.86875, 0.84375, 0.825, 0.80625, 0.86875, 0.83125, 0.83125, 0.875, 0.8625, 0.85625, 0.85625, 0.8625]",0.851,0.022727438446365524,"[0.8125, 0.875, 0.8374999999999999, 0.85625, 0.8625, 0.8625, 0.85625, 0.88125, 0.8625, 0.85625, 0.8687499999999999, 0.8625, 0.79375, 0.86875, 0.84375, 0.825, 0.80625, 0.86875, 0.83125, 0.83125, 0.875, 0.8625, 0.85625, 0.85625, 0.8625]",0.8506021689923362,0.023191715410955348,"[0.8122359568142701, 0.8745098039215687, 0.8374746054070948, 0.8557937223245424, 0.8624785122675418, 0.8623063683304647, 0.8561994451174242, 0.8808730749637526, 0.8623063683304647, 0.8561094819159335, 0.8687038411941698, 0.8624785122675418, 0.7893981093693909, 0.8686217008797653, 0.8427116511344422, 0.825, 0.806060606060606, 0.8683333986441475, 0.8310850439882698, 0.8304486047333098, 0.8749218261413384, 0.8623063683304647, 0.8559743258580876, 0.8562443845462713, 0.8624785122675418]",0.851,0.022727438446365524,"[0.8124999999999999, 0.875, 0.8374999999999999, 0.8562500000000001, 0.8625, 0.8624999999999999, 0.85625, 0.88125, 0.8624999999999999, 0.85625, 0.8687499999999999, 0.8625, 0.7937500000000001, 0.86875, 0.84375, 0.825, 0.80625, 0.8687500000000001, 0.8312500000000002, 0.8312499999999998, 0.875, 0.8624999999999999, 0.8562500000000001, 0.85625, 0.8625]",{'finalestimator__estimator_name': ['SVC_C1.0_Gamma10.0']}
Simulated,concept_drift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.74925,0.03381744803598677,"[0.71875, 0.75625, 0.7375, 0.74375, 0.80625, 0.725, 0.7, 0.70625, 0.73125, 0.7125, 0.7375, 0.75, 0.74375, 0.76875, 0.7125, 0.75625, 0.71875, 0.79375, 0.78125, 0.725, 0.75, 0.825, 0.78125, 0.80625, 0.74375]",0.74925,0.033817448035986776,"[0.71875, 0.7562500000000001, 0.7375, 0.74375, 0.80625, 0.725, 0.7, 0.70625, 0.73125, 0.7124999999999999, 0.7375, 0.75, 0.74375, 0.76875, 0.7125, 0.7562500000000001, 0.71875, 0.79375, 0.78125, 0.725, 0.75, 0.825, 0.78125, 0.80625, 0.74375]",0.7457366670235825,0.03548812585554558,"[0.717414341222183, 0.7491053837803063, 0.7348484848484849, 0.7434995112414466, 0.806060606060606, 0.7206349206349206, 0.6942188246536073, 0.6931989718901718, 0.726539210620454, 0.7069597069597069, 0.73547472838923, 0.7485857950974231, 0.7373373373373374, 0.7661095966180712, 0.7079365079365079, 0.7557825525419749, 0.717414341222183, 0.7919211822660098, 0.7787523211252025, 0.7186700767263428, 0.7421018697614443, 0.8240100565681961, 0.7808304958710031, 0.8045320197044334, 0.7414778325123152]",0.74925,0.03381744803598678,"[0.71875, 0.7562500000000001, 0.7374999999999998, 0.74375, 0.80625, 0.7250000000000001, 0.7, 0.70625, 0.73125, 0.7124999999999999, 0.7375, 0.75, 0.7437499999999999, 0.76875, 0.7125, 0.75625, 0.71875, 0.79375, 0.78125, 0.725, 0.7499999999999999, 0.825, 0.78125, 0.80625, 0.7437499999999999]",{'finalestimator__estimator_name': ['SVC_C1.0_Gamma100.0']}
Simulated,concept_drift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.56625,0.02149975775057319,"[0.55625, 0.54375, 0.5875, 0.55625, 0.50625, 0.56875, 0.60625, 0.5625, 0.575, 0.5375, 0.5625, 0.55625, 0.575, 0.575, 0.53125, 0.5625, 0.56875, 0.6, 0.56875, 0.5625, 0.575, 0.59375, 0.575, 0.58125, 0.56875]",0.56625,0.0214997577505732,"[0.55625, 0.54375, 0.5875, 0.55625, 0.50625, 0.56875, 0.60625, 0.5625, 0.575, 0.5375, 0.5625, 0.55625, 0.575, 0.5750000000000001, 0.53125, 0.5625, 0.56875, 0.6, 0.56875, 0.5625, 0.5750000000000001, 0.59375, 0.575, 0.58125, 0.56875]",0.489868528744047,0.037176164879299395,"[0.5015576323987538, 0.4535672514619883, 0.5299145299145299, 0.4685380116959064, 0.3851841042852278, 0.4954065542300837, 0.544283195442832, 0.4727923178309169, 0.4999080713366428, 0.45578231292517, 0.4791666666666666, 0.4748277934445933, 0.5107033639143731, 0.4878553944643193, 0.416314023055596, 0.5014245014245015, 0.4954065542300837, 0.5394855189782335, 0.4896213767278443, 0.4851994851994852, 0.4878553944643193, 0.5517048148627096, 0.5054545454545455, 0.525138427464009, 0.4896213767278443]",0.56625,0.021499757750573223,"[0.5562499999999999, 0.54375, 0.5875, 0.5562499999999999, 0.50625, 0.56875, 0.6062500000000001, 0.5625, 0.575, 0.5375000000000001, 0.5625000000000001, 0.55625, 0.575, 0.5750000000000001, 0.53125, 0.5625, 0.56875, 0.6000000000000001, 0.5687500000000001, 0.5625, 0.5750000000000001, 0.5937500000000001, 0.575, 0.58125, 0.5687500000000001]",{'finalestimator__estimator_name': ['SVC_C1.0_Gamma1000.0']}
Simulated,concept_drift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.8534999999999999,0.028474678078367573,"[0.8125, 0.8625, 0.81875, 0.8875, 0.86875, 0.8375, 0.8125, 0.825, 0.85625, 0.85625, 0.88125, 0.86875, 0.83125, 0.9, 0.8375, 0.83125, 0.8125, 0.8875, 0.8875, 0.8625, 0.8875, 0.8375, 0.85625, 0.825, 0.89375]",0.8534999999999999,0.02847467807836756,"[0.8125, 0.8625, 0.81875, 0.8875, 0.86875, 0.8375, 0.8125, 0.825, 0.85625, 0.85625, 0.88125, 0.8687499999999999, 0.83125, 0.8999999999999999, 0.8375, 0.83125, 0.8125, 0.8875, 0.8875, 0.8625, 0.8875, 0.8375, 0.85625, 0.825, 0.89375]",0.8531468290930672,0.028657128265125106,"[0.81203007518797, 0.8617221873035825, 0.8181746933657275, 0.8874296435272045, 0.8686217008797653, 0.8372711625723674, 0.8110533774208786, 0.824313725490196, 0.8562443845462713, 0.8552947190436868, 0.8812453611469199, 0.8684982975226019, 0.8301285832251976, 0.8997493734335841, 0.8372711625723674, 0.8310850439882698, 0.8124706985466478, 0.8874296435272045, 0.8874824191279889, 0.862155388471178, 0.8873415740885621, 0.836862745098039, 0.8561094819159335, 0.8249726519768714, 0.8937126333476613]",0.8534999999999999,0.028474678078367597,"[0.8125, 0.8624999999999999, 0.81875, 0.8875000000000001, 0.86875, 0.8375, 0.8125, 0.825, 0.85625, 0.8562500000000001, 0.88125, 0.86875, 0.83125, 0.9, 0.8375, 0.8312500000000002, 0.8124999999999999, 0.8875000000000001, 0.8875, 0.8625, 0.8875, 0.8374999999999999, 0.85625, 0.825, 0.89375]",{'finalestimator__estimator_name': ['SVC_C10.0_Gamma0.001']}
Simulated,concept_drift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.87375,0.017020973581633514,"[0.88125, 0.875, 0.875, 0.88125, 0.9125, 0.8625, 0.83125, 0.85625, 0.88125, 0.875, 0.875, 0.8875, 0.8625, 0.8875, 0.875, 0.85625, 0.8625, 0.90625, 0.88125, 0.8625, 0.89375, 0.85625, 0.8625, 0.86875, 0.875]",0.87375,0.01702097358163352,"[0.8812500000000001, 0.875, 0.875, 0.8812500000000001, 0.9125, 0.8625, 0.83125, 0.85625, 0.88125, 0.875, 0.875, 0.8875, 0.8625, 0.8875, 0.875, 0.85625, 0.8625, 0.90625, 0.8812500000000001, 0.8625, 0.89375, 0.85625, 0.8625, 0.86875, 0.875]",0.8736010007868564,0.017073067337328603,"[0.8810222691871161, 0.8748239712095133, 0.875, 0.8810222691871161, 0.9125, 0.862155388471178, 0.8310850439882698, 0.8559743258580876, 0.8812453611469199, 0.8748239712095133, 0.8749804656977652, 0.8874296435272045, 0.862155388471178, 0.8874296435272045, 0.8746867167919798, 0.8561994451174242, 0.8623063683304647, 0.9060702125161442, 0.8812082372709156, 0.8619607843137256, 0.8937458494472441, 0.8559743258580876, 0.8625, 0.8687448728465956, 0.8749804656977652]",0.87375,0.017020973581633507,"[0.88125, 0.875, 0.875, 0.88125, 0.9125, 0.8625, 0.8312500000000002, 0.85625, 0.88125, 0.875, 0.875, 0.8875000000000001, 0.8625, 0.8875000000000001, 0.875, 0.85625, 0.8624999999999999, 0.90625, 0.88125, 0.8625, 0.8937499999999999, 0.85625, 0.8625, 0.86875, 0.875]",{'finalestimator__estimator_name': ['SVC_C10.0_Gamma0.01']}
Simulated,concept_drift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.8759999999999999,0.020226581108366618,"[0.875, 0.8875, 0.9, 0.875, 0.93125, 0.85625, 0.8375, 0.8625, 0.9, 0.875, 0.875, 0.88125, 0.85, 0.8875, 0.875, 0.875, 0.85625, 0.88125, 0.8625, 0.88125, 0.9125, 0.85625, 0.8625, 0.875, 0.86875]",0.8759999999999999,0.020226581108366618,"[0.875, 0.8875, 0.8999999999999999, 0.875, 0.93125, 0.85625, 0.8375, 0.8625, 0.9, 0.875, 0.875, 0.8812500000000001, 0.85, 0.8875, 0.875, 0.875, 0.85625, 0.88125, 0.8625, 0.8812500000000001, 0.9125, 0.85625, 0.8625, 0.875, 0.86875]",0.87580114858006,0.020289564944819143,"[0.8749218261413384, 0.8873415740885621, 0.8999843725582121, 0.8745098039215687, 0.9312258215778986, 0.8557937223245424, 0.83739837398374, 0.8623063683304647, 0.8999374609130708, 0.8748239712095133, 0.8749804656977652, 0.8810222691871161, 0.8494117647058823, 0.8874296435272045, 0.8748239712095133, 0.875, 0.8559743258580876, 0.8806860551826995, 0.862155388471178, 0.8804608548621762, 0.9124863259884356, 0.8561094819159335, 0.8625, 0.875, 0.8687448728465956]",0.8759999999999999,0.02022658110836659,"[0.875, 0.8875, 0.8999999999999999, 0.875, 0.93125, 0.8562500000000002, 0.8375000000000001, 0.8624999999999999, 0.9, 0.875, 0.875, 0.8812500000000001, 0.85, 0.8875000000000001, 0.875, 0.875, 0.85625, 0.8812499999999999, 0.8625, 0.8812500000000001, 0.9125, 0.85625, 0.8625, 0.875, 0.86875]",{'finalestimator__estimator_name': ['SVC_C10.0_Gamma0.1']}
Simulated,concept_drift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.86625,0.020963137289060515,"[0.89375, 0.8875, 0.86875, 0.8625, 0.9, 0.86875, 0.8375, 0.875, 0.86875, 0.85625, 0.875, 0.875, 0.85, 0.89375, 0.85625, 0.8375, 0.825, 0.8875, 0.85, 0.8375, 0.90625, 0.86875, 0.85625, 0.85625, 0.8625]",0.86625,0.020963137289060508,"[0.89375, 0.8875, 0.86875, 0.8625, 0.8999999999999999, 0.86875, 0.8375, 0.875, 0.8687499999999999, 0.85625, 0.875, 0.875, 0.8500000000000001, 0.89375, 0.85625, 0.8375, 0.825, 0.8875, 0.8500000000000001, 0.8374999999999999, 0.90625, 0.8687499999999999, 0.85625, 0.85625, 0.8625]",0.8660840830866731,0.02100230232877263,"[0.8932454177950468, 0.8873415740885621, 0.8687448728465956, 0.8617221873035825, 0.8999843725582121, 0.8686217008797653, 0.8375, 0.8749804656977652, 0.8687038411941698, 0.8561994451174242, 0.8749804656977652, 0.875, 0.8491514770584537, 0.8937126333476613, 0.8559743258580876, 0.83739837398374, 0.825, 0.8873415740885621, 0.849624060150376, 0.837092731829574, 0.9062463377475684, 0.8687038411941698, 0.8561094819159335, 0.8562443845462713, 0.8624785122675418]",0.86625,0.02096313728906051,"[0.89375, 0.8875, 0.86875, 0.8625, 0.8999999999999999, 0.86875, 0.8374999999999999, 0.875, 0.86875, 0.85625, 0.875, 0.875, 0.8500000000000001, 0.89375, 0.85625, 0.8375000000000001, 0.825, 0.8875, 0.85, 0.8374999999999999, 0.90625, 0.8687499999999999, 0.85625, 0.8562500000000001, 0.8625]",{'finalestimator__estimator_name': ['SVC_C10.0_Gamma1.0']}
Simulated,concept_drift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.818,0.02585264734993305,"[0.81875, 0.825, 0.8125, 0.8375, 0.85625, 0.8125, 0.84375, 0.8375, 0.8125, 0.83125, 0.7875, 0.83125, 0.75625, 0.80625, 0.7875, 0.7875, 0.79375, 0.825, 0.79375, 0.78125, 0.84375, 0.85625, 0.83125, 0.8375, 0.84375]",0.818,0.025852647349933026,"[0.8187500000000001, 0.825, 0.8125, 0.8375, 0.85625, 0.8125, 0.84375, 0.8375, 0.8125, 0.83125, 0.7875000000000001, 0.83125, 0.7562500000000001, 0.80625, 0.7875, 0.7875000000000001, 0.79375, 0.825, 0.79375, 0.78125, 0.84375, 0.85625, 0.83125, 0.8375, 0.84375]",0.8176879917527079,0.026093982689616123,"[0.818686256887187, 0.824313725490196, 0.8124706985466478, 0.8362462604314281, 0.8561994451174242, 0.8124706985466478, 0.8436950490406783, 0.836862745098039, 0.8123827392120073, 0.8312434079456228, 0.7874667916862009, 0.8310850439882698, 0.75346687211094, 0.8062424313449743, 0.7872007510561728, 0.7869674185463659, 0.7936774647336954, 0.8249726519768714, 0.7937419430446502, 0.7810361681329423, 0.8434503541935736, 0.8561994451174242, 0.8309263825290595, 0.8375, 0.8436950490406783]",0.818,0.02585264734993303,"[0.8187500000000001, 0.825, 0.8124999999999999, 0.8375, 0.85625, 0.8124999999999999, 0.8437500000000001, 0.8374999999999999, 0.8125, 0.8312499999999999, 0.7875, 0.8312500000000002, 0.7562500000000001, 0.8062500000000001, 0.7875, 0.7875000000000001, 0.79375, 0.825, 0.7937500000000001, 0.78125, 0.84375, 0.85625, 0.83125, 0.8374999999999999, 0.8437500000000001]",{'finalestimator__estimator_name': ['SVC_C10.0_Gamma10.0']}
Simulated,concept_drift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.7547499999999999,0.03367081760714066,"[0.74375, 0.75625, 0.74375, 0.7625, 0.8, 0.725, 0.7125, 0.70625, 0.73125, 0.70625, 0.7375, 0.75, 0.7375, 0.7625, 0.725, 0.74375, 0.74375, 0.79375, 0.7875, 0.75, 0.75, 0.8125, 0.81875, 0.825, 0.74375]",0.7547499999999999,0.03367081760714065,"[0.74375, 0.7562500000000001, 0.74375, 0.7625, 0.8, 0.7250000000000001, 0.7124999999999999, 0.70625, 0.73125, 0.70625, 0.7375, 0.75, 0.7375, 0.7625, 0.725, 0.74375, 0.7437499999999999, 0.79375, 0.7875, 0.75, 0.75, 0.8125, 0.8187500000000001, 0.825, 0.74375]",0.7519911084883213,0.035232003270411746,"[0.7429366354480974, 0.7491053837803063, 0.7414778325123152, 0.7625, 0.8, 0.7214749169172336, 0.7088146858680171, 0.6947928081496814, 0.7281814230966773, 0.702048417132216, 0.73547472838923, 0.7496479424190268, 0.731457800511509, 0.7601010101010102, 0.7206349206349206, 0.7437399898433532, 0.7432585808774608, 0.7923793794974637, 0.7858604944103291, 0.746031746031746, 0.7442455242966752, 0.8114393463230674, 0.818686256887187, 0.8240100565681961, 0.7414778325123152]",0.7547499999999999,0.03367081760714067,"[0.74375, 0.7562500000000001, 0.7437499999999999, 0.7625, 0.8, 0.725, 0.7125, 0.7062499999999999, 0.73125, 0.70625, 0.7375, 0.75, 0.7374999999999999, 0.7625, 0.7250000000000001, 0.7437500000000001, 0.74375, 0.79375, 0.7875, 0.75, 0.75, 0.8125, 0.81875, 0.825, 0.7437499999999999]",{'finalestimator__estimator_name': ['SVC_C10.0_Gamma100.0']}
Simulated,concept_drift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.5735,0.021671674100847218,"[0.5625, 0.55625, 0.6, 0.55, 0.51875, 0.58125, 0.60625, 0.58125, 0.5875, 0.5375, 0.56875, 0.56875, 0.58125, 0.56875, 0.5375, 0.56875, 0.5625, 0.59375, 0.5875, 0.56875, 0.5875, 0.60625, 0.5875, 0.58125, 0.5875]",0.5735,0.021671674100847232,"[0.5625, 0.55625, 0.6, 0.5499999999999999, 0.5187499999999999, 0.58125, 0.60625, 0.58125, 0.5875, 0.5375, 0.56875, 0.56875, 0.58125, 0.56875, 0.5375, 0.56875, 0.5625, 0.59375, 0.5875, 0.56875, 0.5875, 0.60625, 0.5875, 0.58125, 0.5875]",0.5042294860204372,0.0369890537642681,"[0.5151515151515151, 0.4748277934445933, 0.548580497266796, 0.4642857142857143, 0.4088008061807188, 0.5203794013690664, 0.5490134669589728, 0.5044149600110952, 0.52, 0.4618181818181818, 0.4896213767278443, 0.5008815950088159, 0.5203794013690664, 0.4835087719298245, 0.4280193236714976, 0.5109634551495017, 0.4909090909090908, 0.5346964341640195, 0.52, 0.4954065542300837, 0.5089285714285714, 0.5755968169761274, 0.5299145299145299, 0.529638892545303, 0.52]",0.5735,0.021671674100847232,"[0.5625, 0.55625, 0.6, 0.5499999999999999, 0.5187499999999999, 0.58125, 0.60625, 0.58125, 0.5875, 0.5375, 0.5687500000000001, 0.56875, 0.58125, 0.5687500000000001, 0.5375, 0.56875, 0.5625, 0.59375, 0.5875, 0.56875, 0.5875, 0.60625, 0.5875, 0.58125, 0.5875]",{'finalestimator__estimator_name': ['SVC_C10.0_Gamma1000.0']}
Simulated,concept_drift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.86625,0.02359323261022109,"[0.80625, 0.86875, 0.875, 0.90625, 0.875, 0.85625, 0.83125, 0.86875, 0.875, 0.86875, 0.875, 0.8875, 0.83125, 0.90625, 0.8625, 0.84375, 0.85, 0.88125, 0.88125, 0.86875, 0.8875, 0.8625, 0.85, 0.84375, 0.89375]",0.86625,0.023593232610221098,"[0.80625, 0.86875, 0.875, 0.90625, 0.875, 0.85625, 0.83125, 0.86875, 0.875, 0.8687499999999999, 0.875, 0.8875, 0.83125, 0.90625, 0.8625, 0.84375, 0.85, 0.8812500000000001, 0.8812500000000001, 0.86875, 0.8875, 0.8625, 0.85, 0.84375, 0.89375]",0.8660075445889741,0.023696929764640638,"[0.8062424313449743, 0.868126692570352, 0.8749218261413384, 0.906217029424407, 0.8749218261413384, 0.8559743258580876, 0.8304486047333098, 0.868126692570352, 0.8749218261413384, 0.8678777869529315, 0.875, 0.8873415740885621, 0.8301285832251976, 0.9061583577712607, 0.8623063683304647, 0.8435972629521016, 0.85, 0.8812082372709156, 0.8812082372709156, 0.8683333986441475, 0.8874824191279889, 0.862155388471178, 0.85, 0.843743896245947, 0.8937458494472441]",0.86625,0.023593232610221077,"[0.8062500000000001, 0.86875, 0.875, 0.90625, 0.875, 0.85625, 0.8312499999999998, 0.86875, 0.875, 0.86875, 0.875, 0.8875, 0.83125, 0.90625, 0.8624999999999999, 0.84375, 0.85, 0.88125, 0.88125, 0.8687500000000001, 0.8875, 0.8625, 0.85, 0.8437500000000001, 0.89375]",{'finalestimator__estimator_name': ['SVC_C100.0_Gamma0.001']}
Simulated,concept_drift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.87625,0.017769502197116642,"[0.89375, 0.89375, 0.9, 0.875, 0.91875, 0.8625, 0.8375, 0.85625, 0.88125, 0.875, 0.875, 0.8875, 0.8625, 0.8875, 0.875, 0.86875, 0.8625, 0.9, 0.875, 0.86875, 0.89375, 0.85625, 0.85625, 0.86875, 0.875]",0.87625,0.017769502197116635,"[0.89375, 0.89375, 0.8999999999999999, 0.875, 0.91875, 0.8625, 0.8375, 0.85625, 0.88125, 0.875, 0.875, 0.8875, 0.8625, 0.8875, 0.875, 0.86875, 0.8625, 0.8999999999999999, 0.875, 0.86875, 0.89375, 0.85625, 0.85625, 0.86875, 0.875]",0.8761025504607224,0.017809757613598053,"[0.8936461388074293, 0.8935462408516301, 0.8999843725582121, 0.8746867167919798, 0.9187468260478924, 0.862155388471178, 0.83739837398374, 0.8559743258580876, 0.8812453611469199, 0.8749218261413384, 0.8749804656977652, 0.8874296435272045, 0.862155388471178, 0.8874296435272045, 0.8746867167919798, 0.8687448728465956, 0.8623063683304647, 0.8997493734335841, 0.8748239712095133, 0.868126692570352, 0.8937458494472441, 0.8561094819159335, 0.8562443845462713, 0.8687448728465956, 0.8749804656977652]",0.87625,0.01776950219711665,"[0.89375, 0.8937499999999999, 0.8999999999999999, 0.875, 0.91875, 0.8625, 0.8375000000000001, 0.85625, 0.88125, 0.875, 0.875, 0.8875000000000001, 0.8625, 0.8875000000000001, 0.875, 0.86875, 0.8624999999999999, 0.9, 0.875, 0.86875, 0.89375, 0.85625, 0.85625, 0.86875, 0.875]",{'finalestimator__estimator_name': ['SVC_C100.0_Gamma0.01']}
Simulated,concept_drift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.8747499999999999,0.020688034988047253,"[0.8875, 0.9, 0.8875, 0.875, 0.925, 0.85625, 0.83125, 0.8625, 0.90625, 0.8625, 0.875, 0.88125, 0.85, 0.9, 0.86875, 0.8625, 0.85625, 0.875, 0.8625, 0.86875, 0.90625, 0.86875, 0.8625, 0.86875, 0.86875]",0.8747499999999999,0.020688034988047273,"[0.8875, 0.9, 0.8875, 0.875, 0.925, 0.85625, 0.83125, 0.8625, 0.90625, 0.8625, 0.875, 0.8812500000000001, 0.85, 0.8999999999999999, 0.8687499999999999, 0.8625, 0.85625, 0.875, 0.8625, 0.8687499999999999, 0.90625, 0.8687499999999999, 0.8625, 0.8687499999999999, 0.86875]",0.8745292679144692,0.02077578078509277,"[0.8873415740885621, 0.8999374609130708, 0.8874824191279889, 0.8742928975487114, 0.924953095684803, 0.8557937223245424, 0.8310850439882698, 0.8623063683304647, 0.906217029424407, 0.8624785122675418, 0.8749804656977652, 0.8810222691871161, 0.8494117647058823, 0.8999843725582121, 0.8684982975226019, 0.8624785122675418, 0.8557937223245424, 0.8742928975487114, 0.862155388471178, 0.8678777869529315, 0.906217029424407, 0.8687038411941698, 0.8624785122675418, 0.8687038411941698, 0.8687448728465956]",0.8747500000000001,0.020688034988047214,"[0.8875000000000001, 0.9, 0.8875, 0.875, 0.925, 0.8562500000000002, 0.8312500000000002, 0.8624999999999999, 0.90625, 0.8625, 0.875, 0.8812500000000001, 0.85, 0.8999999999999999, 0.86875, 0.8625, 0.8562500000000002, 0.875, 0.8625, 0.86875, 0.90625, 0.8687499999999999, 0.8625, 0.8687499999999999, 0.86875]",{'finalestimator__estimator_name': ['SVC_C100.0_Gamma0.1']}
Simulated,concept_drift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.8640000000000001,0.022337375256133673,"[0.85625, 0.86875, 0.86875, 0.875, 0.875, 0.8625, 0.8375, 0.89375, 0.85625, 0.84375, 0.8875, 0.8875, 0.85, 0.8875, 0.8625, 0.825, 0.80625, 0.8875, 0.875, 0.8375, 0.9, 0.875, 0.8625, 0.85625, 0.8625]",0.8640000000000001,0.022337375256133673,"[0.85625, 0.8687499999999999, 0.8687499999999999, 0.875, 0.875, 0.8625, 0.8375, 0.89375, 0.85625, 0.84375, 0.8875, 0.8875, 0.85, 0.8875, 0.8625, 0.825, 0.80625, 0.8875, 0.875, 0.8375, 0.9, 0.875, 0.8625, 0.85625, 0.8625]",0.8637910591161932,0.02235885187747263,"[0.8552947190436868, 0.8684982975226019, 0.8687038411941698, 0.8740355849472525, 0.8749218261413384, 0.862155388471178, 0.8375, 0.8935462408516301, 0.8561994451174242, 0.843743896245947, 0.8874824191279889, 0.8874824191279889, 0.8494117647058823, 0.8873415740885621, 0.862155388471178, 0.8249726519768714, 0.8062424313449743, 0.8874824191279889, 0.8749218261413384, 0.836862745098039, 0.9, 0.8749218261413384, 0.862155388471178, 0.8562443845462713, 0.8625]",0.8640000000000001,0.02233737525613365,"[0.85625, 0.86875, 0.86875, 0.8750000000000001, 0.875, 0.8625, 0.8374999999999999, 0.8937499999999999, 0.85625, 0.8437500000000001, 0.8875, 0.8875, 0.85, 0.8875, 0.8625, 0.8250000000000001, 0.8062500000000001, 0.8875, 0.875, 0.8374999999999999, 0.9, 0.875, 0.8624999999999999, 0.8562500000000001, 0.8625]",{'finalestimator__estimator_name': ['SVC_C100.0_Gamma1.0']}
Simulated,concept_drift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.797,0.022398497903505295,"[0.78125, 0.825, 0.7875, 0.81875, 0.8125, 0.825, 0.8125, 0.80625, 0.81875, 0.8, 0.75, 0.775, 0.7625, 0.7875, 0.78125, 0.775, 0.775, 0.7875, 0.80625, 0.78125, 0.825, 0.83125, 0.775, 0.80625, 0.81875]",0.797,0.022398497903505336,"[0.78125, 0.825, 0.7875000000000001, 0.8187500000000001, 0.8125, 0.825, 0.8125, 0.8062499999999999, 0.8187500000000001, 0.8, 0.75, 0.775, 0.7625, 0.7875000000000001, 0.78125, 0.7749999999999999, 0.7749999999999999, 0.7875, 0.8062499999999999, 0.78125, 0.825, 0.83125, 0.775, 0.80625, 0.8187500000000001]",0.7967436949127845,0.022486088877432923,"[0.7812414547443259, 0.824313725490196, 0.7874667916862009, 0.8184024108645452, 0.8124706985466478, 0.8249726519768714, 0.8123827392120073, 0.8058784392000312, 0.818686256887187, 0.7999687451164245, 0.7499609313955306, 0.775, 0.7601010101010102, 0.7874667916862009, 0.7812414547443259, 0.7744360902255639, 0.7749648382559775, 0.7875, 0.8061818608104412, 0.7812414547443259, 0.8247535596933186, 0.8310850439882698, 0.7748592870544091, 0.805329879508615, 0.818686256887187]",0.797,0.02239849790350535,"[0.78125, 0.825, 0.7875, 0.8187500000000001, 0.8124999999999999, 0.8250000000000001, 0.8125, 0.80625, 0.81875, 0.7999999999999999, 0.75, 0.7749999999999999, 0.7625, 0.7875, 0.7812500000000001, 0.775, 0.775, 0.7875, 0.8062499999999999, 0.78125, 0.8250000000000001, 0.8312500000000002, 0.7750000000000001, 0.80625, 0.8187500000000001]",{'finalestimator__estimator_name': ['SVC_C100.0_Gamma10.0']}
