dataset,shift,estimator,scorer,type,source_accuracy-test-mean,source_accuracy-test-std,source_accuracy-test-identity,source_balanced_accuracy-test-mean,source_balanced_accuracy-test-std,source_balanced_accuracy-test-identity,source_f1_score-test-mean,source_f1_score-test-std,source_f1_score-test-identity,source_roc_auc_score-test-mean,source_roc_auc_score-test-std,source_roc_auc_score-test-identity,params,cv_score
deep_bci,4,deep_no_da_target_only,deep_embedded_validation,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,4,deep_spa,deep_embedded_validation,Unknown,0.4137931034482758,,[0.4137931034482758],0.4142857142857142,,[0.4142857142857142],0.4130541871921183,,[0.4130541871921183],0.7093216175359033,,[0.7093216175359033],default,[3.82929096]
deep_bci,5,deep_can,deep_embedded_validation,Unknown,0.293103448275862,,[0.293103448275862],0.2952380952380952,,[0.2952380952380952],0.2882976615140705,,[0.2882976615140705],0.550907029478458,,[0.550907029478458],default,[10.90649641]
deep_bci,5,deep_coral,deep_embedded_validation,Unknown,0.3793103448275862,,[0.3793103448275862],0.3785714285714285,,[0.3785714285714285],0.3524612386681352,,[0.3524612386681352],0.6525359032501888,,[0.6525359032501888],default,[208.47658459]
deep_bci,5,deep_dan,deep_embedded_validation,Unknown,0.3793103448275862,,[0.3793103448275862],0.3785714285714285,,[0.3785714285714285],0.3524612386681352,,[0.3524612386681352],0.6525359032501888,,[0.6525359032501888],default,[208.61092863]
deep_bci,5,deep_dann,deep_embedded_validation,Unknown,0.4137931034482758,,[0.4137931034482758],0.4154761904761905,,[0.4154761904761905],0.4100985221674876,,[0.4100985221674876],0.572962962962963,,[0.572962962962963],default,[0.0834055578]
deep_bci,5,deep_jdot,deep_embedded_validation,Unknown,0.3275862068965517,,[0.3275862068965517],0.3273809523809523,,[0.3273809523809523],0.316157262277952,,[0.316157262277952],0.602411186696901,,[0.602411186696901],default,[65.6000892]
deep_bci,5,deep_mcc,deep_embedded_validation,Unknown,0.3275862068965517,,[0.3275862068965517],0.3297619047619048,,[0.3297619047619048],0.2964960402573833,,[0.2964960402573833],0.5980102040816327,,[0.5980102040816327],default,[811.59838736]
deep_bci,5,deep_mdd,deep_embedded_validation,Unknown,0.3448275862068966,,[0.3448275862068966],0.3452380952380952,,[0.3452380952380952],0.3393250436993485,,[0.3393250436993485],0.5824244142101285,,[0.5824244142101285],default,[5.44551876]
deep_bci,5,deep_no_da_source_only,deep_embedded_validation,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,5,deep_no_da_target_only,deep_embedded_validation,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,5,deep_spa,deep_embedded_validation,Unknown,0.3275862068965517,,[0.3275862068965517],0.3297619047619047,,[0.3297619047619047],0.323829341486892,,[0.323829341486892],0.5872996976568405,,[0.5872996976568405],default,[5.06463604]
deep_bci,6,deep_can,deep_embedded_validation,Unknown,0.293103448275862,,[0.293103448275862],0.2928571428571428,,[0.2928571428571428],0.2949150642372997,,[0.2949150642372997],0.5943235071806502,,[0.5943235071806502],default,[431.8447975]
deep_bci,6,deep_coral,deep_embedded_validation,Unknown,0.293103448275862,,[0.293103448275862],0.2952380952380952,,[0.2952380952380952],0.2900762831797314,,[0.2900762831797314],0.6786526832955403,,[0.6786526832955403],default,[365.47407344]
deep_bci,6,deep_dan,deep_embedded_validation,Unknown,0.3103448275862069,,[0.3103448275862069],0.3119047619047619,,[0.3119047619047619],0.3103202672168189,,[0.3103202672168189],0.6782275132275132,,[0.6782275132275132],default,[371.897795]
deep_bci,6,deep_dann,deep_embedded_validation,Unknown,0.2586206896551724,,[0.2586206896551724],0.2630952380952381,,[0.2630952380952381],0.2633062537937686,,[0.2633062537937686],0.6175793650793652,,[0.6175793650793652],default,[391.80040685]
deep_bci,6,deep_jdot,deep_embedded_validation,Unknown,0.293103448275862,,[0.293103448275862],0.2916666666666666,,[0.2916666666666666],0.2957616474438185,,[0.2957616474438185],0.5265646258503401,,[0.5265646258503401],default,[23.11580804]
deep_bci,6,deep_mcc,deep_embedded_validation,Unknown,0.3793103448275862,,[0.3793103448275862],0.3773809523809524,,[0.3773809523809524],0.3781699013565838,,[0.3781699013565838],0.651814058956916,,[0.651814058956916],default,[395.70301169]
deep_bci,6,deep_mdd,deep_embedded_validation,Unknown,0.3103448275862069,,[0.3103448275862069],0.3107142857142857,,[0.3107142857142857],0.313011639074362,,[0.313011639074362],0.6204799697656841,,[0.6204799697656841],default,[58.85919919]
deep_bci,6,deep_no_da_source_only,deep_embedded_validation,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,6,deep_no_da_target_only,deep_embedded_validation,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,6,deep_spa,deep_embedded_validation,Unknown,0.3793103448275862,,[0.3793103448275862],0.3797619047619047,,[0.3797619047619047],0.3813162046427767,,[0.3813162046427767],0.6327040816326531,,[0.6327040816326531],default,[656.14051784]
deep_bci,7,deep_can,deep_embedded_validation,Unknown,0.4482758620689655,,[0.4482758620689655],0.45,,[0.45],0.459663382594417,,[0.459663382594417],0.6829176114890401,,[0.6829176114890401],default,[596.88286077]
deep_bci,7,deep_coral,deep_embedded_validation,Unknown,0.6551724137931034,,[0.6551724137931034],0.6559523809523808,,[0.6559523809523808],0.6598972148541115,,[0.6598972148541115],0.8854743008314437,,[0.8854743008314437],default,[25.19757462]
deep_bci,7,deep_dan,deep_embedded_validation,Unknown,0.396551724137931,,[0.396551724137931],0.3999999999999999,,[0.3999999999999999],0.3935983397190293,,[0.3935983397190293],0.6645975056689343,,[0.6645975056689343],default,[296.87620776]
deep_bci,7,deep_dann,deep_embedded_validation,Unknown,0.4137931034482758,,[0.4137931034482758],0.4166666666666667,,[0.4166666666666667],0.4096348096348096,,[0.4096348096348096],0.7046900982615268,,[0.7046900982615268],default,[9.59231842]
deep_bci,7,deep_jdot,deep_embedded_validation,Unknown,0.3103448275862069,,[0.3103448275862069],0.313095238095238,,[0.313095238095238],0.3026810934708598,,[0.3026810934708598],0.6457766439909297,,[0.6457766439909297],default,[115.63654752]
deep_bci,7,deep_mcc,deep_embedded_validation,Unknown,0.6724137931034483,,[0.6724137931034483],0.6738095238095237,,[0.6738095238095237],0.6746178881885222,,[0.6746178881885222],0.8924149659863946,,[0.8924149659863946],default,[319.6733313]
deep_bci,7,deep_mdd,deep_embedded_validation,Unknown,0.4310344827586206,,[0.4310344827586206],0.4345238095238095,,[0.4345238095238095],0.427773574028033,,[0.427773574028033],0.7054988662131519,,[0.7054988662131519],default,[103.32770167]
deep_bci,7,deep_no_da_source_only,deep_embedded_validation,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,7,deep_no_da_target_only,deep_embedded_validation,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,7,deep_spa,deep_embedded_validation,Unknown,0.4655172413793103,,[0.4655172413793103],0.4678571428571428,,[0.4678571428571428],0.4734993614303959,,[0.4734993614303959],0.7200472411186697,,[0.7200472411186697],default,[6.2636067]
deep_bci,8,deep_can,deep_embedded_validation,Unknown,0.5,,[0.5],0.4952380952380952,,[0.4952380952380952],0.4916789599852479,,[0.4916789599852479],0.730578231292517,,[0.730578231292517],default,[60.3014019]
deep_bci,8,deep_coral,deep_embedded_validation,Unknown,0.4482758620689655,,[0.4482758620689655],0.4464285714285714,,[0.4464285714285714],0.4475860049581809,,[0.4475860049581809],0.7286602418745276,,[0.7286602418745276],default,[37.05082862]
deep_bci,8,deep_dan,deep_embedded_validation,Unknown,0.6896551724137931,,[0.6896551724137931],0.6809523809523809,,[0.6809523809523809],0.6717992770127993,,[0.6717992770127993],0.9075680272108844,,[0.9075680272108844],default,[2317.88691]
deep_bci,8,deep_dann,deep_embedded_validation,Unknown,0.5689655172413793,,[0.5689655172413793],0.5619047619047619,,[0.5619047619047619],0.5509658365261814,,[0.5509658365261814],0.8063737717309146,,[0.8063737717309146],default,[15.88388371]
deep_bci,8,deep_jdot,deep_embedded_validation,Unknown,0.1724137931034483,,[0.1724137931034483],0.1714285714285714,,[0.1714285714285714],0.175681701064727,,[0.175681701064727],0.4975321239606954,,[0.4975321239606954],default,[266.41367711]
deep_bci,8,deep_mcc,deep_embedded_validation,Unknown,0.6724137931034483,,[0.6724137931034483],0.6654761904761904,,[0.6654761904761904],0.6597403634041565,,[0.6597403634041565],0.9045068027210884,,[0.9045068027210884],default,[-2.87561701]
deep_bci,8,deep_mdd,deep_embedded_validation,Unknown,0.5344827586206896,,[0.5344827586206896],0.5273809523809524,,[0.5273809523809524],0.5130883653196027,,[0.5130883653196027],0.797891156462585,,[0.797891156462585],default,[30.7026783]
deep_bci,8,deep_no_da_source_only,deep_embedded_validation,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,8,deep_no_da_target_only,deep_embedded_validation,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,8,deep_spa,deep_embedded_validation,Unknown,0.5517241379310345,,[0.5517241379310345],0.544047619047619,,[0.544047619047619],0.5276683087027915,,[0.5276683087027915],0.7996485260770975,,[0.7996485260770975],default,[27.00590531]
deep_bci,9,deep_can,deep_embedded_validation,Unknown,0.6551724137931034,,[0.6551724137931034],0.6535714285714286,,[0.6535714285714286],0.6535063519835873,,[0.6535063519835873],0.8706519274376419,,[0.8706519274376419],default,[51.94755127]
deep_bci,9,deep_coral,deep_embedded_validation,Unknown,0.603448275862069,,[0.603448275862069],0.6059523809523809,,[0.6059523809523809],0.5903201655877042,,[0.5903201655877042],0.8832936507936507,,[0.8832936507936507],default,[-6.88673999]
deep_bci,9,deep_dan,deep_embedded_validation,Unknown,0.603448275862069,,[0.603448275862069],0.6035714285714285,,[0.6035714285714285],0.5984004847708772,,[0.5984004847708772],0.8003930461073319,,[0.8003930461073319],default,[13478.1376428]
deep_bci,9,deep_dann,deep_embedded_validation,Unknown,0.6551724137931034,,[0.6551724137931034],0.6523809523809524,,[0.6523809523809524],0.6518874282864924,,[0.6518874282864924],0.8962755102040818,,[0.8962755102040818],default,[67.85413116]
deep_bci,9,deep_jdot,deep_embedded_validation,Unknown,0.6896551724137931,,[0.6896551724137931],0.6904761904761905,,[0.6904761904761905],0.6904091138371058,,[0.6904091138371058],0.9200755857898716,,[0.9200755857898716],default,[17.196804]
deep_bci,9,deep_mcc,deep_embedded_validation,Unknown,0.8275862068965517,,[0.8275862068965517],0.8273809523809523,,[0.8273809523809523],0.8247900371370894,,[0.8247900371370894],0.9512074829931972,,[0.9512074829931972],default,[2191.95138625]
deep_bci,9,deep_mdd,deep_embedded_validation,Unknown,0.6896551724137931,,[0.6896551724137931],0.6869047619047619,,[0.6869047619047619],0.6857441999553925,,[0.6857441999553925],0.9000170068027211,,[0.9000170068027211],default,[39.7847849]
deep_bci,9,deep_no_da_source_only,deep_embedded_validation,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,9,deep_no_da_target_only,deep_embedded_validation,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,9,deep_spa,deep_embedded_validation,Unknown,0.6551724137931034,,[0.6551724137931034],0.6523809523809524,,[0.6523809523809524],0.653076488928585,,[0.653076488928585],0.8930102040816328,,[0.8930102040816328],default,[55.81687065]
deep_bci,1,deep_can,importance_weighted,Unknown,0.5517241379310345,,[0.5517241379310345],0.5535714285714286,,[0.5535714285714286],0.555670251270727,,[0.555670251270727],0.8840098261526833,,[0.8840098261526833],default,[0.53043478]
deep_bci,1,deep_coral,importance_weighted,Unknown,0.7068965517241379,,[0.7068965517241379],0.7035714285714286,,[0.7035714285714286],0.7010862700517874,,[0.7010862700517874],0.9435185185185184,,[0.9435185185185184],default,[0.69565217]
deep_bci,1,deep_dan,importance_weighted,Unknown,0.7241379310344828,,[0.7241379310344828],0.7214285714285714,,[0.7214285714285714],0.7203065134099615,,[0.7203065134099615],0.9426133786848072,,[0.9426133786848072],default,[0.6826087]
deep_bci,1,deep_dann,importance_weighted,Unknown,0.6379310344827587,,[0.6379310344827587],0.6345238095238095,,[0.6345238095238095],0.631698600151335,,[0.631698600151335],0.9103061224489796,,[0.9103061224489796],default,[0.53478261]
deep_bci,1,deep_jdot,importance_weighted,Unknown,0.7068965517241379,,[0.7068965517241379],0.7071428571428572,,[0.7071428571428572],0.7077205125036048,,[0.7077205125036048],0.9249319727891158,,[0.9249319727891158],default,[0.64782609]
deep_bci,1,deep_mcc,importance_weighted,Unknown,0.7241379310344828,,[0.7241379310344828],0.7202380952380952,,[0.7202380952380952],0.7165487768936044,,[0.7165487768936044],0.9465721844293272,,[0.9465721844293272],default,[0.66956522]
deep_bci,1,deep_mdd,importance_weighted,Unknown,0.603448275862069,,[0.603448275862069],0.6011904761904763,,[0.6011904761904763],0.6008790519876762,,[0.6008790519876762],0.909822373393802,,[0.909822373393802],default,[0.55652174]
deep_bci,1,deep_no_da_source_only,importance_weighted,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,1,deep_no_da_target_only,importance_weighted,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,1,deep_spa,importance_weighted,Unknown,0.603448275862069,,[0.603448275862069],0.6011904761904763,,[0.6011904761904763],0.6007272180903013,,[0.6007272180903013],0.9150037792894936,,[0.9150037792894936],default,[0.53913043]
deep_bci,2,deep_can,importance_weighted,Unknown,0.2241379310344827,,[0.2241379310344827],0.2226190476190476,,[0.2226190476190476],0.226722722382651,,[0.226722722382651],0.5130895691609977,,[0.5130895691609977],default,[0.28695652]
deep_bci,2,deep_coral,importance_weighted,Unknown,0.3275862068965517,,[0.3275862068965517],0.3273809523809524,,[0.3273809523809524],0.3242388368027967,,[0.3242388368027967],0.6171088435374149,,[0.6171088435374149],default,[0.30434783]
deep_bci,2,deep_dan,importance_weighted,Unknown,0.3448275862068966,,[0.3448275862068966],0.3452380952380952,,[0.3452380952380952],0.3434982703614516,,[0.3434982703614516],0.6182993197278911,,[0.6182993197278911],default,[0.31304348]
deep_bci,2,deep_dann,importance_weighted,Unknown,0.3275862068965517,,[0.3275862068965517],0.3285714285714285,,[0.3285714285714285],0.3241829211656797,,[0.3241829211656797],0.5182520786092214,,[0.5182520786092214],default,[0.27826087]
deep_bci,2,deep_jdot,importance_weighted,Unknown,0.293103448275862,,[0.293103448275862],0.2952380952380952,,[0.2952380952380952],0.2891678584670798,,[0.2891678584670798],0.6130479969765684,,[0.6130479969765684],default,[0.31304348]
deep_bci,2,deep_mcc,importance_weighted,Unknown,0.3275862068965517,,[0.3275862068965517],0.3273809523809524,,[0.3273809523809524],0.3242388368027967,,[0.3242388368027967],0.6167101284958428,,[0.6167101284958428],default,[0.30869565]
deep_bci,2,deep_mdd,importance_weighted,Unknown,0.3275862068965517,,[0.3275862068965517],0.3273809523809523,,[0.3273809523809523],0.3212084763808902,,[0.3212084763808902],0.5673034769463341,,[0.5673034769463341],default,[0.28695652]
deep_bci,2,deep_no_da_source_only,importance_weighted,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,2,deep_no_da_target_only,importance_weighted,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,2,deep_spa,importance_weighted,Unknown,0.2586206896551724,,[0.2586206896551724],0.2583333333333333,,[0.2583333333333333],0.2609221886752476,,[0.2609221886752476],0.4951851851851852,,[0.4951851851851852],default,[0.28695652]
deep_bci,3,deep_can,importance_weighted,Unknown,0.603448275862069,,[0.603448275862069],0.6,,[0.6],0.5895225464190982,,[0.5895225464190982],0.8669708994708993,,[0.8669708994708993],default,[0.4826087]
deep_bci,3,deep_coral,importance_weighted,Unknown,0.8448275862068966,,[0.8448275862068966],0.8416666666666668,,[0.8416666666666668],0.8387057149115873,,[0.8387057149115873],0.9632539682539684,,[0.9632539682539684],default,[0.67826087]
deep_bci,3,deep_dan,importance_weighted,Unknown,0.8448275862068966,,[0.8448275862068966],0.8416666666666668,,[0.8416666666666668],0.8387057149115873,,[0.8387057149115873],0.962857142857143,,[0.962857142857143],default,[0.67826087]
deep_bci,3,deep_dann,importance_weighted,Unknown,0.6896551724137931,,[0.6896551724137931],0.6869047619047619,,[0.6869047619047619],0.6775527554362275,,[0.6775527554362275],0.9380385487528344,,[0.9380385487528344],default,[0.49130435]
deep_bci,3,deep_jdot,importance_weighted,Unknown,0.8103448275862069,,[0.8103448275862069],0.805952380952381,,[0.805952380952381],0.8059406069205328,,[0.8059406069205328],0.949937641723356,,[0.949937641723356],default,[0.68695652]
deep_bci,3,deep_mcc,importance_weighted,Unknown,0.8103448275862069,,[0.8103448275862069],0.8071428571428572,,[0.8071428571428572],0.8059537736693387,,[0.8059537736693387],0.9711318972033256,,[0.9711318972033256],default,[0.70869565]
deep_bci,3,deep_mdd,importance_weighted,Unknown,0.6724137931034483,,[0.6724137931034483],0.6702380952380952,,[0.6702380952380952],0.6528735632183909,,[0.6528735632183909],0.9328665910808768,,[0.9328665910808768],default,[0.48695652]
deep_bci,3,deep_no_da_source_only,importance_weighted,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,3,deep_no_da_target_only,importance_weighted,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,3,deep_spa,importance_weighted,Unknown,0.6551724137931034,,[0.6551724137931034],0.6535714285714286,,[0.6535714285714286],0.6344807260383954,,[0.6344807260383954],0.9324546485260772,,[0.9324546485260772],default,[0.5]
deep_bci,4,deep_can,importance_weighted,Unknown,0.3793103448275862,,[0.3793103448275862],0.3785714285714285,,[0.3785714285714285],0.3757982120051086,,[0.3757982120051086],0.6927003023431594,,[0.6927003023431594],default,[0.4173913]
deep_bci,4,deep_coral,importance_weighted,Unknown,0.5172413793103449,,[0.5172413793103449],0.5202380952380953,,[0.5202380952380953],0.512722271342961,,[0.512722271342961],0.8086167800453515,,[0.8086167800453515],default,[0.56086957]
deep_bci,4,deep_dan,importance_weighted,Unknown,0.5172413793103449,,[0.5172413793103449],0.5202380952380953,,[0.5202380952380953],0.512722271342961,,[0.512722271342961],0.807766439909297,,[0.807766439909297],default,[0.56086957]
deep_bci,4,deep_dann,importance_weighted,Unknown,0.4137931034482758,,[0.4137931034482758],0.4142857142857142,,[0.4142857142857142],0.4137710330702544,,[0.4137710330702544],0.7100850340136055,,[0.7100850340136055],default,[0.43043478]
deep_bci,4,deep_jdot,importance_weighted,Unknown,0.5862068965517241,,[0.5862068965517241],0.5857142857142857,,[0.5857142857142857],0.585700047703421,,[0.585700047703421],0.8198148148148148,,[0.8198148148148148],default,[0.53478261]
deep_bci,4,deep_mcc,importance_weighted,Unknown,0.5344827586206896,,[0.5344827586206896],0.5369047619047619,,[0.5369047619047619],0.5302373233407716,,[0.5302373233407716],0.8061753590325019,,[0.8061753590325019],default,[0.56521739]
