dataset,shift,estimator,scorer,type,target_accuracy-test-mean,target_accuracy-test-std,target_accuracy-test-identity,target_balanced_accuracy-test-mean,target_balanced_accuracy-test-std,target_balanced_accuracy-test-identity,target_f1_score-test-mean,target_f1_score-test-std,target_f1_score-test-identity,target_roc_auc_score-test-mean,target_roc_auc_score-test-std,target_roc_auc_score-test-identity,params
OfficeHomeResnet,art$\rightarrow$product,CORAL,circular_validation,Mapping,0.6022497187851519,0.021410775908544656,"[0.5905511811023622, 0.6389201349831272, 0.6017997750281214, 0.595050618672666, 0.5849268841394826]",0.6030823226150684,0.024095748209443386,"[0.5936773730093569, 0.6447143259217563, 0.6002631241902496, 0.5938731513386193, 0.5828836386153604]",0.592710460824127,0.016015270410371783,"[0.5828805897410113, 0.6174659912220306, 0.5948092364160799, 0.5933407907057399, 0.5750556960357736]",0.9750409999435504,0.003182034575656848,"[0.977402079562432, 0.9787937721737284, 0.975367141135839, 0.9718096782121716, 0.971832328633581]","{'coraladapter__reg': ['auto'], 'finalestimator__estimator_name': ['SVC_C10.0_Gamma0.001']}"
OfficeHomeResnet,art$\rightarrow$product,KLIEP,circular_validation,Reweighting,0.6350956130483689,0.01588005083606819,"[0.6377952755905512, 0.6535433070866141, 0.609673790776153, 0.6389201349831272, 0.6355455568053994]",0.6308920953884041,0.019291218450753527,"[0.6336862064928271, 0.657667635743368, 0.6041221717210048, 0.6341462495457495, 0.6248382134390708]",0.626291468017637,0.012737283393378962,"[0.6315096821938926, 0.6402802447672632, 0.6058340900776381, 0.6287540336713144, 0.6250792893780772]",0.9769173264278393,0.0028432494977861985,"[0.9796437499122184, 0.9801082487314012, 0.9763696657479176, 0.9742783606824132, 0.9741866070652464]","{'finalestimator__estimator_name': ['SVC_C10.0_Gamma0.001'], 'kliepreweightadapter__cv': [5], 'kliepreweightadapter__gamma': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0, 100.0, 1000.0, 'auto', 'scale'], 'kliepreweightadapter__max_iter': [1000], 'kliepreweightadapter__n_centers': [100], 'kliepreweightadapter__random_state': [0], 'kliepreweightadapter__tol': [1e-06]}"
OfficeHomeResnet,art$\rightarrow$product,KMM,circular_validation,Reweighting,0.6238470191226096,0.009193618331474687,"[0.6276715410573678, 0.6377952755905512, 0.6141732283464567, 0.6209223847019123, 0.6186726659167604]",0.6084424512800317,0.014835651075895474,"[0.614466771816736, 0.6311454004702397, 0.5949670470568303, 0.6047391204625071, 0.5968939165938453]",0.6135368624468323,0.006455865482047481,"[0.6193874499822298, 0.6189579133480966, 0.6108950174232782, 0.6146478120706113, 0.603796119409945]",0.975056009032848,0.0034960444106232878,"[0.976628836159398, 0.978948587213424, 0.9766973613695804, 0.9702149352888344, 0.9727903251330028]","{'finalestimator__estimator_name': ['SVC_C10.0_Gamma0.001'], 'kmmreweightadapter__B': [1000.0], 'kmmreweightadapter__gamma': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0, 100.0, 1000.0, None], 'kmmreweightadapter__max_iter': [1000], 'kmmreweightadapter__smooth_weights': [False], 'kmmreweightadapter__tol': [1e-06]}"
OfficeHomeResnet,art$\rightarrow$product,MMD-LS,circular_validation,Mapping,0.6186726659167604,0.014730934593598189,"[0.6276715410573678, 0.6220472440944882, 0.609673790776153, 0.5984251968503937, 0.6355455568053994]",0.6176458418139771,0.015449160947208216,"[0.6272740711565432, 0.6336318420141951, 0.6041221717210048, 0.5983629107390718, 0.6248382134390708]",0.6075904878693773,0.016823558855351646,"[0.6199360978186191, 0.6053112409846306, 0.6058340900776381, 0.5817917210879215, 0.6250792893780772]",0.9765783396867876,0.002265836116864689,"[0.9794754494153596, 0.9781166387863178, 0.976554550980358, 0.9742230599242976, 0.9745219993276052]","{'finalestimator__estimator_name': ['SVC_C10.0_Gamma0.001'], 'mmdlsconsmappingadapter__gamma': [0.1, 1, 10], 'mmdlsconsmappingadapter__max_iter': [100], 'mmdlsconsmappingadapter__reg_k': [1e-10, 1e-08], 'mmdlsconsmappingadapter__reg_m': [1e-10, 1e-08], 'mmdlsconsmappingadapter__tol': [1e-05]}"
OfficeHomeResnet,art$\rightarrow$product,Train Src,circular_validation,NO DA,0.6348706411698538,0.015558070103055195,"[0.6377952755905512, 0.6524184476940382, 0.609673790776153, 0.6389201349831272, 0.6355455568053994]",0.630711099913291,0.01897891664465756,"[0.6336862064928271, 0.6567626583678025, 0.6041221717210048, 0.6341462495457495, 0.6248382134390708]",0.6258775437856261,0.012190952399641247,"[0.6315096821938926, 0.6382106236072079, 0.6058340900776381, 0.6287540336713144, 0.6250792893780772]",0.9770235011208873,0.0026842718315636806,"[0.9794999891703556, 0.9802249353319398, 0.9761908143934084, 0.9745393767506314, 0.9746623899581018]",{'finalestimator__estimator_name': ['SVC_C10.0_Gamma0.001']}
OfficeHomeResnet,art$\rightarrow$product,NO_DA_SOURCE_ONLY_BASE_ESTIM,circular_validation,Unknown,,,"[NaN, NaN, NaN, NaN, NaN]",,,"[NaN, NaN, NaN, NaN, NaN]",,,"[NaN, NaN, NaN, NaN, NaN]",,,"[NaN, NaN, NaN, NaN, NaN]",{'finalestimator__estimator_name': ['SVC_C10.0_Gamma0.001']}
OfficeHomeResnet,art$\rightarrow$product,Train Tgt,circular_validation,NO DA,0.9271091113610799,0.011727704404029968,"[0.935883014623172, 0.9268841394825648, 0.9280089988751408, 0.937007874015748, 0.907761529808774]",0.9216357714551332,0.009806917711805278,"[0.9275703141028218, 0.9223518818642658, 0.9222873997612032, 0.9306709354655296, 0.905298326081846]",0.9269360213024338,0.011852374239832514,"[0.9354093418942728, 0.9264758216065172, 0.9280910331494148, 0.9372942568538716, 0.907409653008093]",0.9980548408830758,0.0007206780409362293,"[0.9987879719797288, 0.998638593835476, 0.9969726084610762, 0.9979216889492312, 0.9979533411898672]",{'finalestimator__estimator_name': ['SVC_C10.0_Gamma0.001']}
OfficeHomeResnet,art$\rightarrow$product,JPCA,circular_validation,Subspace,0.6074240719910011,0.014405228880613826,"[0.6141732283464567, 0.6220472440944882, 0.5838020247469067, 0.6062992125984252, 0.6107986501687289]",0.6020794364403557,0.016537426590745256,"[0.6104547788746408, 0.6234313100305002, 0.578736989704482, 0.5977371415332834, 0.600036962058872]",0.6002275245425375,0.01120879970457325,"[0.6109083296236226, 0.6025107998416941, 0.582242759342737, 0.5978798631093549, 0.6075958707952785]",0.9745632932707947,0.0027990428764607615,"[0.9761500345981108, 0.9785708796210556, 0.9739142761396729, 0.9723260060768858, 0.9718552699182488]","{'finalestimator__estimator_name': ['SVC_C10.0_Gamma0.001'], 'pca__n_components': [1, 2, 5, 10, 20, 50, 100]}"
OfficeHomeResnet,art$\rightarrow$product,MMDTarS,circular_validation,Reweighting,0.6348706411698538,0.015537724769252628,"[0.6366704161979753, 0.6524184476940382, 0.609673790776153, 0.6389201349831272, 0.6366704161979753]",0.6307030027472991,0.018895706792961764,"[0.6328764898936368, 0.6567626583678025, 0.6041221717210048, 0.6341462495457495, 0.6256074442083016]",0.6258584426261724,0.012087988338001659,"[0.6306062317767784, 0.6382106236072079, 0.6058340900776381, 0.6287540336713144, 0.6258872339979233]",0.9769320344725319,0.0027623496376858155,"[0.9794582343346416, 0.9802249850016542, 0.9761496429227402, 0.9744292563678316, 0.974398053735792]","{'finalestimator__estimator_name': ['SVC_C10.0_Gamma0.001'], 'mmdtarsreweightadapter__gamma': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0, 100.0, 1000.0, None], 'mmdtarsreweightadapter__max_iter': [1000], 'mmdtarsreweightadapter__reg': [1e-06], 'mmdtarsreweightadapter__tol': [1e-06]}"
OfficeHomeResnet,art$\rightarrow$product,ClassRegOT,circular_validation,Mapping,0.49358830146231725,0.015895978674411226,"[0.5084364454443194, 0.5039370078740157, 0.4746906636670416, 0.5028121484814398, 0.4780652418447694]",0.4994702127805247,0.014901989747551986,"[0.5111001425475109, 0.5122442278818797, 0.4833029842270137, 0.5074874518194356, 0.4832162574267837]",0.4269149611982068,0.016581487451714002,"[0.4514833216408387, 0.4267810244759036, 0.413309630939394, 0.432734758829944, 0.410266070104954]",0.9350038841594562,0.004214700663053205,"[0.9414007527366144, 0.9306513580661048, 0.933165607177924, 0.9368744144264896, 0.9329272883901484]","[{'classregularizerotmappingadapter__max_inner_iter': [1000], 'classregularizerotmappingadapter__max_iter': [10], 'classregularizerotmappingadapter__metric': ['sqeuclidean', 'cosine', 'cityblock'], 'classregularizerotmappingadapter__norm': ['lpl1'], 'classregularizerotmappingadapter__reg_cl': [0.1], 'classregularizerotmappingadapter__reg_e': [0.1], 'classregularizerotmappingadapter__tol': [1e-06], 'finalestimator__estimator_name': ['SVC_C10.0_Gamma0.001']}, {'classregularizerotmappingadapter__max_inner_iter': [1000], 'classregularizerotmappingadapter__max_iter': [10], 'classregularizerotmappingadapter__metric': ['sqeuclidean', 'cosine', 'cityblock'], 'classregularizerotmappingadapter__norm': ['lpl1'], 'classregularizerotmappingadapter__reg_cl': [0.5], 'classregularizerotmappingadapter__reg_e': [0.5], 'classregularizerotmappingadapter__tol': [1e-06], 'finalestimator__estimator_name': ['SVC_C10.0_Gamma0.001']}, {'classregularizerotmappingadapter__max_inner_iter': [1000], 'classregularizerotmappingadapter__max_iter': [10], 'classregularizerotmappingadapter__metric': ['sqeuclidean', 'cosine', 'cityblock'], 'classregularizerotmappingadapter__norm': ['lpl1'], 'classregularizerotmappingadapter__reg_cl': [1.0], 'classregularizerotmappingadapter__reg_e': [1.0], 'classregularizerotmappingadapter__tol': [1e-06], 'finalestimator__estimator_name': ['SVC_C10.0_Gamma0.001']}]"
OfficeHomeResnet,art$\rightarrow$product,EntOT,circular_validation,Mapping,0.6438695163104612,0.009761031788488939,"[0.6467941507311586, 0.6479190101237345, 0.6434195725534309, 0.6535433070866141, 0.6276715410573678]",0.6372857162815486,0.01363682952680169,"[0.6419666077221446, 0.6476503623919675, 0.6368098548933271, 0.6459406346081745, 0.6140611217921292]",0.6245414110809332,0.009117509420804772,"[0.6279005296859707, 0.6271993134846784, 0.6294285905606783, 0.6298325057001413, 0.6083461159731972]",0.9779839386382658,0.0016848480316840725,"[0.979015108872776, 0.979647936757306, 0.976052469012242, 0.976279127261196, 0.978925051287809]","{'entropicotmappingadapter__max_iter': [1000], 'entropicotmappingadapter__metric': ['sqeuclidean', 'cosine', 'cityblock'], 'entropicotmappingadapter__norm': ['median'], 'entropicotmappingadapter__reg_e': [0.1, 0.5, 1.0], 'entropicotmappingadapter__tol': [1e-06], 'finalestimator__estimator_name': ['SVC_C10.0_Gamma0.001']}"
OfficeHomeResnet,art$\rightarrow$product,LinOT,circular_validation,Mapping,0.6463442069741282,0.008662147720215303,"[0.6400449943757031, 0.6614173228346457, 0.6456692913385826, 0.6422947131608548, 0.6422947131608548]",0.6470958113490859,0.012658750990703828,"[0.6408310649552611, 0.6691892866071243, 0.6460576251300233, 0.638445688695153, 0.6409553913578679]",0.6409160904930388,0.007370563827095344,"[0.6350755717544384, 0.6492836999651147, 0.647863468004445, 0.6393429888390948, 0.6330147239021007]",0.9793342518165786,0.002397248080872177,"[0.981056641082784, 0.9822918945273053, 0.9793625770001996, 0.9766736402382143, 0.97728650623439]","{'finalestimator__estimator_name': ['SVC_C10.0_Gamma0.001'], 'linearotmappingadapter__bias': [True, False], 'linearotmappingadapter__reg': [1e-08, 1e-06, 0.1, 1, 10]}"
OfficeHomeResnet,art$\rightarrow$product,NN RW,circular_validation,Reweighting,0.6364454443194602,0.016824076369623592,"[0.6422947131608548, 0.655793025871766, 0.609673790776153, 0.6389201349831272, 0.6355455568053994]",0.6321368789449285,0.020518304776783517,"[0.6368036153997098, 0.6607741446191077, 0.6041221717210048, 0.6341462495457495, 0.6248382134390708]",0.6276402165900252,0.013836626967682288,"[0.6362340502736743, 0.6421162185615022, 0.6058340900776381, 0.6287540336713144, 0.6252626903659971]",0.9769768460417575,0.002776654856770878,"[0.979637596739919, 0.9801891324604882, 0.9761573500549936, 0.9744589583680128, 0.9744411925853738]","{'finalestimator__estimator_name': ['SVC_C10.0_Gamma0.001'], 'nearestneighborreweightadapter__laplace_smoothing': [True, False], 'nearestneighborreweightadapter__n_neighbors': [1]}"
OfficeHomeResnet,art$\rightarrow$product,MapOT,circular_validation,Mapping,0.5192350956130484,0.012439744702766436,"[0.5095613048368954, 0.5264341957255343, 0.5376827896512936, 0.5095613048368954, 0.5129358830146231]",0.5281551612104125,0.01310017079794053,"[0.5205035087560689, 0.5436171115672188, 0.5406151542088671, 0.5142687204172082, 0.5217713111026996]",0.5109299068134671,0.01580632638124176,"[0.499347022619394, 0.5155342725418114, 0.5366931280834073, 0.5029196416500811, 0.5001554691726413]",0.9667575664230681,0.003051857045625465,"[0.966654636931682, 0.9697631973242624, 0.9698275626390496, 0.9630822042276378, 0.9644602309927086]","{'finalestimator__estimator_name': ['SVC_C10.0_Gamma0.001'], 'otmappingadapter__max_iter': [1000000], 'otmappingadapter__metric': ['sqeuclidean', 'cosine', 'cityblock'], 'otmappingadapter__norm': ['median']}"
OfficeHomeResnet,art$\rightarrow$product,SA,circular_validation,Subspace,0.6452193475815523,0.014130311583750022,"[0.6377952755905512, 0.6704161979752531, 0.6377952755905512, 0.6400449943757031, 0.6400449943757031]",0.6439010270114104,0.016970735351247927,"[0.6365686218335659, 0.6741234113852596, 0.6336645382745645, 0.6376875038115808, 0.6374610597520813]",0.6354548546605612,0.010423471266126498,"[0.6284866866611928, 0.6529070872235276, 0.6371685069266354, 0.6279189029595544, 0.6307930895318955]",0.9762062250063636,0.002959055750854399,"[0.9779778434558596, 0.9803321412510236, 0.9756364103020676, 0.9731268905743709, 0.9739578394484966]","{'finalestimator__estimator_name': ['SVC_C10.0_Gamma0.001'], 'subspacealignmentadapter__n_components': [1, 2, 5, 10, 20, 50, 100]}"
OfficeHomeResnet,art$\rightarrow$product,TCA,circular_validation,Subspace,0.01327334083239592,0.0014666372115191204,"[0.0123734533183352, 0.0123734533183352, 0.0157480314960629, 0.0134983127109111, 0.0123734533183352]",0.014957264957264921,0.0013171824792668314,"[0.0141025641025641, 0.0141025641025641, 0.017094017094017, 0.0153846153846153, 0.0141025641025641]",0.00045290515278586,0.00022851727954257552,"[0.000351851753128, 0.0003340414844094, 0.0008612904249023, 0.0003595554995137, 0.0003577866019759]",0.5022807964020314,0.014015223179602234,"[0.4930060320469432, 0.5123602166767534, 0.487003207062416, 0.4981165543783554, 0.5209179718456889]","{'finalestimator__estimator_name': ['SVC_C10.0_Gamma0.001'], 'transfercomponentanalysisadapter__kernel': ['rbf'], 'transfercomponentanalysisadapter__mu': [10, 100], 'transfercomponentanalysisadapter__n_components': [1, 2, 5, 10, 20, 50, 100]}"
OfficeHomeResnet,art$\rightarrow$realworld,CORAL,circular_validation,Mapping,0.699885452462772,0.016097903004072378,"[0.6941580756013745, 0.7273768613974799, 0.6849942726231386, 0.697594501718213, 0.695303550973654]",0.6796086558383534,0.015414204494628254,"[0.6755402905950656, 0.7066992663735937, 0.6686185487001156, 0.6717528317915314, 0.6754323417314606]",0.6976115578767373,0.014280471752331431,"[0.6885073938332383, 0.721332698912388, 0.685680855550424, 0.6997468875282176, 0.6927899535594189]",0.986243905757371,0.000969618302251884,"[0.9851727860473068, 0.9870066835906786, 0.9867929029653848, 0.985201310309768, 0.9870458458737168]","{'coraladapter__reg': ['auto'], 'finalestimator__estimator_name': ['SVC_C10.0_Gamma0.001']}"
